filing_id,investment_of_money,common_enterprise,expectation_of_profits,efforts_of_others,howey_discussed,key_quotes
555,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""investment contracts and thus subject to the federal securities laws.""]"
556,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
557,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
558,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
559,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
560,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
561,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
562,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
563,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
564,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
565,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
566,alleged,alleged,alleged,alleged,1,"[""Howey test—an \ninvestment  of  money—“is  typically  satisfied  in  an  offer  and  sale  of  a  digital  asset \nbecause the digital asset is purchased or otherwise acquired in exchange for value, \nwhether in the form of real (or fiat) currency, another digital asset, or other type of \nconsideration."",""investment contract required to be registered as a security."",""investment  contract” is  an  investment  of  money  in  a  common \nenterprise   with   a   reasonable   expectation   of   profits   to   be   derived   from   the \nentrepreneurial or managerial efforts of others."",""Investment Contract’ Analysis of Digital Assets (“SEC \nFramework”), which provides guidance for assessing whether transactions in crypto \ntokens are  securities under federal law."",""investment contract and thus a \nsecurity within the meaning of Section 2(a)(1) of the ’33 Act, 15 U."",""investment of money in a common enterprise \nwith  the  expectation  of  profits  relying  on  the  efforts  of  others,  and  it  is  thus  an \ninvestment contract required to be registered as a security."",""investment  of  money  in  a  common \nenterprise   with   a   reasonable   expectation   of   profits   to   be   derived   from   the \nentrepreneurial or managerial efforts of others."",""investment  of  money—“is  typically  satisfied  in  an  offer  and  sale  of  a  digital  asset \nbecause the digital asset is purchased or otherwise acquired in exchange for value, \nwhether in the form of real (or fiat) currency, another digital asset, or other type of \nconsideration.""]"
567,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
568,alleged,alleged,alleged,alleged,1,"[""Howey, Congress defined “security” broadly to embody a “flexible \nrather than a static principle, one that is capable of adaptation to meet the countless \nand variable schemes devised by those who seek the use of the money of others on \nthe promise of profits."",""investment contracts covered under U."",""investment contracts, Kraken’s operations place it squarely within the purview of \nU."",""investment contract subject to regulation under U."",""investment contracts subject to \nsecurities laws if they satisfy Howey’s test."",""investment contracts are defined broadly under the law with a focus on an investor’s \nreasonable expectations in acquiring an asset, rather than the form of the transaction \nitself."",""investment contracts   made it subject to U."",""Investment contracts are instruments through which a person invests \nCase 3:23-cv-06003   Document 1   Filed 11/20/23   Page 5 of 90\n\n  \n \nCOMPLAINT \n6 \n \n \n \n1 \n2 \n3 \n4 \n5 \n6 \n7 \n8 \n9 \n10 \n11 \n12 \n13 \n14 \n15 \n16 \n17 \n18 \n19 \n20 \n21 \n22 \n23 \n24 \n25 \n26 \n27 \n28 \n \nmoney in a common enterprise and reasonably expects profits or returns derived from \nthe entrepreneurial or managerial efforts of others.""]"
569,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
570,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
571,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
572,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
574,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
575,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
576,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
577,not_discussed,alleged,alleged,alleged,1,"[""investment contracts, and therefore \nsecurities, pursuant to the test laid out by the U.""]"
578,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
579,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
580,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
581,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
582,alleged,alleged,alleged,alleged,1,"[""investment contracts, and Linus offered and sold them without \nregistering such offers and sales with the Commission as required by law.""]"
583,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
584,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
585,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
586,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
587,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
588,not_discussed,alleged,alleged,alleged,1,"[""investment contracts, and therefore securities, pursuant to the test laid out in SEC v.""]"
589,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
590,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
591,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
592,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
593,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
594,alleged,alleged,alleged,alleged,1,"[""common enterprises with the \nreasonable expectation of profits to be derived based on the efforts of others."",""expectation of profits to be derived based on the efforts of others."",""expectation of profits—independent of any effort by investors."",""efforts  of  others),  and  not  on  the  efforts  of  the  investors  themselves.""]"
595,alleged,alleged,alleged,alleged,1,"[""investment  contracts  and,  accordingly,  securities  pursuant  to  federal  law."",""investment contracts and, thus, securities, when they \noffered and sold node software licenses for BLGD, GROW, NATG, XPLR, DLG, ALUM, BEV, \nBLOX, DRIP, DCM, and DEBT."",""investment contracts when they offered and sold the \nFAIR Project’s node software licenses for RX and other crypto assets."",""investment contract (a \ntype of security pursuant to the federal securities laws) exists when individuals or entities (a) invest \nmoney  or  otherwise  exchange  value  (including  dollars,  bitcoin,  and  ether);  (b)  in  a  common  \nenterprise; (c) with a reasonable expectation of profits to be derived from the entrepreneurial or \nmanagerial efforts of others."",""common  \nenterprise; (c) with a reasonable expectation of profits to be derived from the entrepreneurial or \nmanagerial efforts of others."",""expectation of profits to be derived from the entrepreneurial or \nmanagerial efforts of others."",""expectation of profit,  in that the value of these crypto asserts (and the anticipated return \non  investment)  was  predicated  on  the  development,  growth,  and  success  of  the  DEBT  Box  \necosystem  due  to  DEBT  Box’s  and  the  DEBT  Council’s  efforts.""]"
596,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
597,not_discussed,alleged,alleged,not_discussed,1,"[""investment contracts, \nand therefore securities, without having a registration statement filed or in effect with the \nCommission or qualifying for an exemption from registration."",""investment contracts, and therefore securities, pursuant to SEC v.""]"
598,alleged,alleged,not_discussed,alleged,1,"[""investment contract,” “security-\nbased swap,” or “receipt for” a security."",""investment contracts and therefore as “securities,” \nwithout registering them with the SEC."",""investment contract securities offered and sold by Defendants, and no \nexemption applied."",""investment contract securities.""]"
599,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
600,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
601,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
602,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
603,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
604,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
605,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
606,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
607,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
608,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
609,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
611,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
612,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
613,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
614,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
616,alleged,alleged,alleged,alleged,1,"[""Howey before making them available for trading."",""Howey test and well-established principles of the federal securities \nlaws."",""Howey, Congress defined \n“security” broadly to embody a “flexible rather than a static principle, one that is capable of \nadaptation to meet the countless and variable schemes devised by those who seek the use of the \nmoney of others on the promise of profits."",""Howey \nestablished the test for whether an arrangement involves an investment contract."",""Howey analysis of the crypto asset."",""Howey test factors” and assigned to the crypto asset a score ranging from 1 to 5, with a \nscore of 1 indicating that an “asset has few or no characteristics consistent with treatment as an \ninvestment contract,” and a score of 5 meaning that an “asset has many characteristics strongly \nconsistent with treatment as a security."",""Howey, and therefore a security, whose offers and \nsales were subject to registration under the Securities Act."",""investment contract that is subject to regulation under the securities laws.""]"
617,not_discussed,not_discussed,not_discussed,alleged,1,"[""investment contracts, \nunder California Corporations Code section 25019; (2) are being offered and sold in this state in \nissuer transactions; (3) are subject to qualification under the Corporate Securities Law of 1968; and \n(4) have been offered and sold without prior qualification, in violation of California Corporations \nCode section 25110.""]"
618,alleged,alleged,alleged,alleged,1,"[""Howey Test Asset-Evaluation \nFramework ."",""Howey test sophistication” and then engage with the SEC to discuss the \n“formation or acquisition of a broker/dealer or alternative trading system (ATS), with no \nexpectation of success and solely to pause potential enforcement efforts."",""Howey, they noted \nthat if a “Kik wells notice happens to BNB, BNB price can go down significantly."",""Investment contracts are instruments through \nwhich a person invests money in a common enterprise and reasonably expects profits or returns \nderived from the entrepreneurial or managerial efforts of others."",""investment contracts, including those involving orange groves, animal breeding \nprograms, cattle embryos, mobile phones, enterprises that exist only on the Internet, and crypto \nassets (which crypto asset market participants at times also label “cryptocurrencies”)."",""investment contracts under Howey, they noted \nthat if a “Kik wells notice happens to BNB, BNB price can go down significantly."",""investment contract and, therefore, as a security."",""investment contract \nand, therefore, as a security.""]"
619,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
620,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
621,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
622,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
623,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
624,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
625,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
626,alleged,alleged,not_discussed,not_discussed,1,"[""investment contracts and therefore securities under SEC v.""]"
627,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
628,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""Howey Met Gary (Plastic) (June 14, 2018), \nhttps://bit."",""Howey Met Gary (Plastic) (June 14, 2018), https://bit."",""Investment Contract” Analysis of Digital Assets,  \nSEC (Apr."",""investment contracts for which the securities laws were de-\nsigned and that the SEC traditionally has regulated."",""Investment Contract” Analysis of Digital Assets, SEC (Apr."",""investment contracts, are actively  used  to  engage  in  transactions  \nand interact with applications on blockchains.""]"
629,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
630,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
631,alleged,alleged,alleged,alleged,1,"[""Howey, Congress defined “security” \nbroadly to embody a “flexible rather than a static principle, one that is capable of adaptation to meet \nthe countless and variable schemes devised by those who seek the use of the money of others on the \npromise of profits."",""Investment contracts are instruments through which a person invests money in a \ncommon enterprise and reasonably expects profits or returns derived from the entrepreneurial or \nmanagerial efforts of others."",""investment contracts, including those involving interests in orange groves, animal \nbreeding programs, cattle embryos, mobile phones, enterprises that exist only on the Internet, and \ncertain crypto assets (which crypto asset market participants at times also label “cryptocurrencies”)."",""investment contracts and, therefore, of securities."",""investment contracts, and thus securities, under Section \n3(a)(10) of the Exchange Act and Howey."",""Investment Contract’ Analysis of \nDigital Assets."",""investment contract and therefore a security."",""investment of money in a common enterprise with a reasonable expectation of profits derived from the \nefforts of others.""]"
632,not_discussed,not_discussed,not_discussed,not_satisfied,1,"[""investment contracts or any other type of security."",""investment \ncontracts,’ two of the terms the Commission uses to describe digital assets believed to be securities” and \nthat the “omissions will further compound the uncertainty over whether the Proposal was meant to cover \ndigital assets”).""]"
633,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
634,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
635,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
636,alleged,alleged,alleged,alleged,1,"[""Howey Decision, which \nthe Supreme Court adopted over 75 years ago."",""Howey Test, which is \nused  to  determine  the  presence  of  an  investment  contract."",""Howey Test provides  that  an  \ninvestment  contract  exists  if  there  is  an  “investment  of  money  in  a  common  enterprise  with  a  \nreasonable expectation of profits to be derived from the efforts of others."",""Howey Test is the \nprincipal method used by the SEC to determine if a given cryptocurrency is a security."",""Howey Test to the \nDAO  tokens  and  concluded  they  were  securities  under  the  Securities  Act  of  1933  (“Securities \nAct”)  and  the  Securities  Exchange  Act  of  1934  (“Exchange  Act”)."",""Howey and Reves v."",""investment  contract  exists  if  there  is  an  “investment  of  money  in  a  common  enterprise  with  a  \nreasonable expectation of profits to be derived from the efforts of others."",""Investment  Contract’  Analysis  of  \nDigital Assets” which provided additional details on when a digital asset has the characteristics of \nan investment contract and “whether offers and sales of a digital asset are securities transactions.""]"
637,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
638,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
639,not_discussed,alleged,alleged,alleged,1,"[""investment contracts and therefore as “securities” under the federal \nsecurities laws, without registering these offers and sales of BXY with the SEC as required by \nthe federal securities laws."",""investment contract,” “security-based swap,” or “receipt for” a security."",""investment contracts and therefore as “securities” under the federal securities laws."",""investment contracts and, therefore, \nsecurities."",""common enterprise with an expectation of profits derived from the efforts of others."",""expectation of profits derived from the efforts of others.""]"
640,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
641,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
642,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
643,not_discussed,alleged,alleged,alleged,1,"[""investment \ncontract, for purposes of the Securities Act, includes any “contract, transaction or scheme \nCase 1:23-cv-02433   Document 1   Filed 03/22/23   Page 5 of 50\n\n \n6\nwhereby a person invests his money in a common enterprise and is led to expect profits” from \nthe efforts of others."",""investment contracts and thus securities."",""common enterprise and is led to expect profits” from \nthe efforts of others."",""common enterprise alongside Sun and the Tron Foundation, who at all times \nretained significant TRX holdings."",""common enterprise alongside the Sun Defendants, who at all times retained \nsignificant BTT holdings."",""expectation of profit for BTT investors.""]"
644,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
645,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
646,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
647,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
648,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
649,alleged,alleged,contested,alleged,1,"[""Howey Test by Selling the Tokens ."",""Howey Test is Applicable to the Tokens as Illustrated by Recent Federal \nAuthority ."",""Howey Test by Selling the Tokens \nThe Court of Appeals has also adopted the federal test for determining whether a \nfinancial product is a security."",""Howey test and has \nheld that the promoter’s efforts need not be the sole cause of profits, and that it is sufficient if the \npromoter’s efforts are “the undeniably significant ones ."",""Howey \n\n \n19 \n \ntest is similar to the analysis under Waldstein, insofar as it focuses on the fact that the \ninstruments were used to finance and promote an enterprise and are designed for investment."",""Howey test, the investment of money, is satisfied here because \nmembers of the public invest money in order to buy ETH and purchase LUNA and UST."",""Howey test is that there must be a common enterprise."",""Howey test is that the investor is led to expect profits \nfrom the efforts of a third party.""]"
650,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
651,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
652,alleged,alleged,alleged,alleged,1,"[""investment contract (a type of security) exists when individuals or entities (a) \ninvest money or otherwise exchange value (including dollars, bitcoin, and other consideration \nsuch as labor); (b) in a common enterprise; (c) with a reasonable expectation of profits to be \nderived from the entrepreneurial and managerial efforts of others."",""common enterprise; (c) with a reasonable expectation of profits to be \nderived from the entrepreneurial and managerial efforts of others."",""expectation of profits to be \nderived from the entrepreneurial and managerial efforts of others."",""expectation of \nprofit in that the value of GREEN (and the anticipated return on investment) was predicated on \nthe increased value of the GREEN due to Defendants’ efforts.""]"
653,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
654,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
655,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
656,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
657,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
658,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
659,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
660,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
661,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
662,alleged,alleged,alleged,alleged,1,"[""Howey and Waldstein Tests are Appropriately Applicable to the Tokens as Illustrated by Recent Federal \nAuthority ."",""Howey Test \n \nThe Court of Appeals has also adopted the United States Supreme Court’s test for \ndetermining whether a financial product is a security."",""Howey test and has held that the promoter’s efforts need not be the sole cause of \nprofits, and that it is sufficient if the promoter’s efforts are “the undeniably significant ones ."",""Howey test is similar to the analysis under Waldstein insofar as the \nanalysis focuses on the fact that the instruments were used to finance and promote an enterprise \nand are promoted as investments."",""Howey test is satisfied here because members of the public, such as \n\n \n21 \n \nDetective Metz, invested money in order to obtain each of the Tokens."",""Howey test is also satisfied here because investors in the Tokens \nwere in a common enterprise as a portion of each pool of available tokens was reserved for the \ntoken’s founders and management teams, thereby tying the fortunes of the token holder to the \nfortunes of management."",""Howey test is met here because investors were led to \nexpect profits from the efforts of a third party."",""Howey and Waldstein Tests are Appropriately Applicable to the Tokens \nas Illustrated by Recent Federal Authority \n \nThe recent federal court decision in Sec.""]"
663,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
664,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
665,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
666,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
667,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
668,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
669,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
670,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
671,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
672,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
673,alleged,alleged,alleged,alleged,1,"[""Howey framework, an investment of “money” may but need \nnot take the form of fiat currency."",""investment contract to the general public, including United States investors, whereby \n                     \n1\n  As used in this Complaint, “crypto asset” refers to an asset that is issued and/or \ntransferred using distributed ledger or blockchain technology—including, but not limited to, \nso-called “digital assets,” “virtual currencies,” “cryptocurrencies,” “coins,” and “tokens."",""investment contracts without registering the offer or sales with the SEC as required by the \nfederal securities laws, and no exemption from the registration requirement applied."",""Investment contracts are instruments \nthrough which a person invests money in a common enterprise and reasonably expects profits \nor returns derived from the entrepreneurial or managerial efforts of others."",""investment contracts, including interests in orange groves, animal breeding \nprograms, railroads, mobile phones, and enterprises that exist only on the Internet, including \ncrypto assets."",""investment contract and therefore a security whose offers and sales were subject to the \nregistration requirements of the federal securities laws."",""common enterprise and reasonably expects profits \nor returns derived from the entrepreneurial or managerial efforts of others."",""common enterprise \nwith other investors and with Defendants.""]"
674,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
675,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
676,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
677,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
678,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
679,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
680,not_discussed,alleged,alleged,alleged,1,"[""investment contracts and therefore as “securities” under \nthe federal securities laws."",""investment contract and, therefore, the MNGO \ntoken is a security."",""common enterprise \nwith an expectation of profits derived from the efforts of others."",""expectation of profits derived from the efforts of others.""]"
681,alleged,not_discussed,alleged,alleged,1,"[""investment contracts and notes.""]"
682,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
683,alleged,alleged,alleged,alleged,1,"[""investment contracts” and “notes."",""investment contract is an \ninvestment of money in a common enterprise with a reasonable expectation of profits derived \nfrom the entrepreneurial or managerial efforts of others."",""investment contracts, including interests in orange groves, animal \nbreeding programs, railroads, mobile phones, and enterprises that exist only on the Internet, \nincluding crypto assets."",""Investment \nContracts under Howey  \n \n56."",""investment contracts under Howey."",""investment of money in a common enterprise with a reasonable expectation of profits derived \nfrom the entrepreneurial or managerial efforts of others."",""common enterprise with a reasonable expectation of profits derived \nfrom the entrepreneurial or managerial efforts of others."",""common enterprise with other investors \nand with Defendants.""]"
684,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
685,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
686,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
687,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
688,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
689,not_discussed,alleged,alleged,alleged,1,"[""investment contracts and therefore as “securities” under \nthe federal securities laws."",""investment contract and, therefore, the MNGO \ntoken is a security."",""common enterprise \nwith an expectation of profits derived from the efforts of others."",""expectation of profits derived from the efforts of others.""]"
690,not_discussed,alleged,alleged,alleged,1,"[""investment contracts and therefore as “securities” under \nthe federal securities laws."",""investment contract and, therefore, the MNGO \ntoken is a security."",""common enterprise \nwith an expectation of profits derived from the efforts of others."",""expectation of profits derived from the efforts of others.""]"
691,alleged,alleged,alleged,alleged,1,"[""investment contracts and therefore securities, \nbecause investors made an investment of money in a common enterprise with a reasonable \nCase 1:22-cv-10534   Document 1   Filed 12/14/22   Page 2 of 30\n\n \n3 \nexpectation of profits from the efforts of Defendants or third parties."",""investment contracts,” and thus securities within the meaning of Section 2(a)(1) of the \nSecurities Act [15 U."",""investment of money in a common enterprise with a reasonable \nCase 1:22-cv-10534   Document 1   Filed 12/14/22   Page 2 of 30\n\n \n3 \nexpectation of profits from the efforts of Defendants or third parties."",""common enterprise with a reasonable \nCase 1:22-cv-10534   Document 1   Filed 12/14/22   Page 2 of 30\n\n \n3 \nexpectation of profits from the efforts of Defendants or third parties."",""expectation of profits from the efforts of Defendants or third parties.""]"
692,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
693,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
694,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
695,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
696,alleged,alleged,alleged,alleged,1,"[""Howey),  328  U."",""Howey’s definition into a three-part test requiring (1) an\ninvestment of money (2) in a common enterprise (3) with an expectation of profits produced\nby the efforts of others."",""Howey\n test, plaintiffs must plead that the Yuga digital assets were promoted or promised for\nfinancial returns, and not for “personal consumption."",""Howey analysis, and not as\nsome separate, threshold requirement."",""Howey prong, but also addressing its relevance to the meaning of\n“profits” under the third prong); SEC v."",""Howey test, focus\non the “money” aspect rather than the “investment” aspect."",""Howey framework to\ndigital assets concern initial offerings of cryptocurrencies, also known as “coins,” such as the\nApeCoin token at issue here."",""Howey test requires that the investor commit his\nassets to the enterprise in such a manner as to subject himself to financial loss.""]"
697,alleged,alleged,alleged,alleged,1,"[""Howey test—an \ninvestment  of  money—“is  typically  satisfied  in  an  offer  and  sale  of  a  digital  asset \nbecause the digital asset is purchased or otherwise acquired in exchange for value, \nwhether in the form of real (or fiat) currency, another digital asset, or other type of \nconsideration."",""investment contract is an investment of money in a common enterprise \nwith  a  reasonable  expectation  of  profits  to  be  derived  from  the  entrepreneurial  or \nmanagerial efforts of others."",""Investment Contract’ Analysis of Digital Assets (“SEC \nFramework”),  which  provides  guidance  for  assessing  whether  a  crypto  token  is  a \nsecurity under federal law."",""investment of money in a common enterprise \nwith  a  reasonable  expectation  of  profits  to  be  derived  from  the  entrepreneurial  or \nmanagerial efforts of others."",""investment  of  money—“is  typically  satisfied  in  an  offer  and  sale  of  a  digital  asset \nbecause the digital asset is purchased or otherwise acquired in exchange for value, \nwhether in the form of real (or fiat) currency, another digital asset, or other type of \nconsideration."",""common enterprise \nwith  a  reasonable  expectation  of  profits  to  be  derived  from  the  entrepreneurial  or \nmanagerial efforts of others."",""common enterprise’ typically exists” \nwith respect to “digital assets."",""common   enterprise—the   Compound   DAO and   the   Compound \nprotocol—and the value of their COMP tokens are interwoven with and dependent \nupon  the success  of  the  DAO and the  protocol,  as  well  as the  efforts  of  those  who \ncontrol the DAO and the protocol.""]"
698,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
699,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
700,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
701,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
702,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
703,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
704,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
705,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
706,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
707,alleged,alleged,alleged,alleged,1,"[""investment  \ncontract  is  a  form  of  security  under  United  States  securities  laws  when  (1)  the  purchaser  makes  an  \ninvestment  of  money  or  exchanges  another  item  of  value  (2)  in  a  common  enterprise  (3)  with  the  \nreasonable expectation of profits to be derived from the efforts of others."",""investment \ncontract, evidence of indebtedness and note, and as such appears to be regulated as a security \nin Texas as provided by Section 4001."",""investment  of  money  or  exchanges  another  item  of  value  (2)  in  a  common  enterprise  (3)  with  the  \nreasonable expectation of profits to be derived from the efforts of others."",""common  enterprise  (3)  with  the  \nreasonable expectation of profits to be derived from the efforts of others."",""expectation of profits to be derived from the efforts of others.""]"
709,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
710,alleged,alleged,alleged,alleged,1,"[""investment contracts, and therefore securities, under the federal securities laws."",""Investment \nContracts, and Therefore Securities, Under the Federal Securities Laws \n29."",""Investment contracts are \ninstruments involving the investment of money in a common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""investment of money in a common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""expectation of profits to be derived from the entrepreneurial or managerial efforts of others.""]"
711,alleged,alleged,alleged,alleged,1,"[""investment \ncontracts, and therefore securities, under the federal securities laws."",""Investment \nContracts, and Therefore Securities, Under the Federal Securities Laws \n66."",""Investment contracts are instruments involving the investment \nof money in a common enterprise with the reasonable expectation of profits to be derived from \nthe entrepreneurial or managerial efforts of others."",""investment \nof money in a common enterprise with the reasonable expectation of profits to be derived from \nthe entrepreneurial or managerial efforts of others."",""common enterprise with the reasonable expectation of profits to be derived from \nthe entrepreneurial or managerial efforts of others."",""expectation of profits to be derived from \nthe entrepreneurial or managerial efforts of others.""]"
712,alleged,alleged,not_discussed,not_discussed,1,"[""investment contracts, \nand thus securities, under Section 2(a)(1) of the Securities Act [15 U.""]"
713,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
714,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
715,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
716,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
717,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
718,not_discussed,not_discussed,alleged,alleged,1,"[""investment contracts and therefore \nsecurities pursuant to Section 2(a)(1) of the Securities Act."",""expectation of profits from their \ninvestment in the tokens.""]"
719,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
720,not_discussed,alleged,alleged,not_discussed,1,"[""investment \ncontracts related to a crypto asset."",""investment contracts are securities under Section 2(a)(1) of \nthe Securities Act [15 U.""]"
