filing_id,cause
560,"23 N.Y.C.R.R. § 200.16(b)"
560,"23 N.Y.C.R.R. § 200.16(d)"
560,"23 N.Y.C.R.R. § 200.17"
560,"23 N.Y.C.R.R. § 200.19"
560,"23 N.Y.C.R.R. § 500.2"
560,"23 N.Y.C.R.R. § 500.3"
560,"23 N.Y.C.R.R. § 500.4"
560,"23 N.Y.C.R.R. § 500.7"
560,"23 N.Y.C.R.R. § 500.9"
560,"23 N.Y.C.R.R. § 500.13"
560,"23 N.Y.C.R.R. § 500.16(b)(6)"
561,"Breach of Fiduciary Duty"
561,"N.Y.G.B.L. § 349"
561,Negligence
561,"Fraud in the inducement"
561,Fraud
561,Recklessness
561,"Prima Facia Tort"
562,"Securities Act § 5(a)"
562,"Securities Act § 5(c)"
562,"Investment Company Act § 7(a)"
563,"Securities Act § 5(a)"
563,"Securities Act § 5(c)"
563,"Investment Company Act § 7(a)"
564,"18 U.S.C. § 371"
564,"18 U.S.C. § 981(a)(1)(C)"
564,"28 U.S.C. § 2461"
565,"18 U.S.C. § 1349"
565,"18 U.S.C. § 1956 (h)"
566,"Securities Act § 5"
566,"Securities Act § 12(a)(1)"
567,"Breach of Contract"
567,"Unjust enrichment"
567,Conversion
567,"Fraudulent Concealment"
567,"18 U.S.C. § 1962(a)"
568,"Exchange Act § 5"
568,"Exchange Act § 15(a)"
568,"Exchange Act § 17A(b)"
569,"18 U.S.C. § 981(a)(1)(A)"
569,"18 U.S.C. § 1956"
569,"18 U.S.C. § 1957"
569,"18 U.S.C. § 1960"
570,"Breach of Fiduciary Duty"
570,"Unjust enrichment"
570,"Securities Act § 11"
570,"Exchange Act § 21(d)"
570,"Corporate Waste"
570,"Aiding and Abetting"
571,"18 U.S.C § 1348"
571,"18 U.S.C. § 1349"
571,"18 U.S.C. § 1956 (h)"
572,"31 U.S.C. § 5318(h)"
572,"31 U.S.C. § 5322(b)"
572,"31 U.S.C. § 5322(c)"
572,"31 U.S.C. § 5322(e)"
572,"18 U.S.C. § 1960(a)"
572,"18 U.S.C. § 1960(b)(1)(B)"
572,"50 U.S.C. § 1705"
573,"11 U.S.C. Chapter 11"
574,"N.Y.G.B.L. § 352"
574,"N.Y. Executive Law § 63(12)"
574,"N.Y. Penal Law § 190.65"
574,"N.Y. Penal Law § 105.05"
575,"Breach of Contract"
575,"Tortious Interference"
575,"Breach of Fiduciary Duty"
575,"Aiding and Abetting"
575,"Unjust enrichment"
576,"CEA § 6(c)(1)"
576,"CEA § 4o(1)(A)"
576,"CEA § 4k(2)"
576,"CEA § 4m(1)"
576,"17 C.F.R. § 4.21"
576,"17 C.F.R. § 180.1(a)(2)"
577,"Securities Act § 5(a)"
577,"Securities Act § 5(c)"
578,Conversion
578,"Trespass to Chattels"
578,"Intentional Interference with
Prospective Economic Advantage"
578,"Breach of Contract"
578,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
578,"Breach of Fiduciary Duty"
578,"Unjust enrichment"
578,Conspiracy
578,"Violation of Trade Secrets"
578,"18 U.S.C. § 1830"
578,"Nev. Rev. Stat. § 600A.010"
579,"CEA § 4(a)"
579,"CEA § 4d(a)(1)"
579,"CEA § 5h(a)(1)"
580,"CEA § 4(a)"
581,"CEA § 4(a)"
581,"CEA § 4d(a)(1)"
581,"CEA § 5h(a)(1)"
581,"17 C.F.R. § 37.3(a)(1)"
581,"17 C.F.R. § 42.2"
582,"Securities Act § 5(a)"
582,"Securities Act § 5(c)"
583,"11 U.S.C. § 542(b)"
584,"N.Y. Penal Law §140.25(2)"
584,"5 U.S.C. § 703"
584,"5 U.S.C.§ 702"
584,"5 U.S.C. § 706"
584,"15 U.S.C. § 80b–13(a)"
585,"Breach of Fiduciary Duty"
585,"Corporate Waste"
585,"Unjust enrichment"
585,"Wyo. Stat. Ann. § 17-16-809"
585,"Wyo. Stat. Ann. § 17-17-140"
585,"Wyo. Stat. Ann. § 17-17-141"
585,"Breach of Contract"
585,Conversion
586,"Breach of Fiduciary Duty"
586,Conversion
586,Fraud
586,"Unjust enrichment"
586,"Books and Records Accounting"
586,"Removal of Director (Derivative)"
587,"CEA § 4b(a)(2)(B)"
587,"17 C.F.R. § 5.2(b)(3)"
587,"17 C.F.R. §  5.3(a)(6)(ii)"
587,"CEA § 4b(a)(2)(C)"
587,"CEA § 4b(a)(2)(A)"
587,"7 U.S.C. § 2(c)(2)(C)(iii)(I)"
588,"Securities Act § 5(a)"
588,"Securities Act § 5(c)"
589,"18 U.S.C. § 1956 (h)"
589,"18 U.S.C. § 1960(b)(1)(B)"
589,"18 U.S.C. § 1960 (b)(1)(C)"
589,"18 U.S.C. § 371"
589,"50 U.S.C. § 1750"
590,"Advisers Act § 206(4)-1"
591,"18 U.S.C. § 1349"
592,"Breach of Contract"
594,"Exchange Act § 10(b)"
594,"N.Y. Penal Law § 135.20"
594,"17 C.F.R. § 240.10b-5(c)"
594,"Exchange Act § 17(a)(1)"
594,"Exchange Act § 17(a)(3)"
594,"Securities Act § 5(a)"
594,"Securities Act § 5(c)"
595,"Securities Act § 5(a)"
595,"Securities Act § 5(c)"
595,"Securities Act § 17(a)(1)"
595,"Securities Act § 17(a)(2)"
595,"Securities Act § 17(a)(3)"
595,"Exchange Act § 10(b)"
595,"17 C.F.R. § 240.10b-5(a)"
595,"17 C.F.R. § 240.10b-5(c)"
596,"CEA § 4b(a)(2)(A)"
596,"CEA § 4m(1)"
596,"CEA § 4o(1)(A)"
596,"17 C.F.R. § 5.3(a)(6)(I)"
596,"18 U.S.C. § 1962(a)"
596,"CEA § 4o(1)(B)"
596,"17 C.F.R. § 4.20(a)(1)"
596,"17 C.F.R. § 4.20(c)"
596,"17 C.F.R. § 4.21(a)(1)"
596,"18 U.S.C. § 981(a)(l)(C)"
596,"18 U.S.C. § 1343"
597,"Securities Act § 5(a)"
597,"Securities Act § 5(c)"
598,"Exchange Act § 10(b)"
598,"17 C.F.R. § 240.10b-5(a)"
598,"Securities Act § 5"
598,"Securities Act § 17(a)"
599,"Securities Act § 17(a)(1)"
599,"Exchange Act § 10(b)"
599,"17 C.F.R. § 240.10b-5"
599,"Exchange Act § 9(a)(2)"
600,"Exchange Act § 9(a)(2)"
600,"15 U.S.C. § 78j(b)"
600,"15 U.S.C. § 78ff"
600,"18 U.S.C. § 2"
600,"18 U.S.C. § 1343"
600,"7 U.S.C. § 9(1)"
600,"7 U.S.C. § 13(a)(5)"
600,"18 U.S.C. § 371"
601,"18 U.S.C. § 1349"
601,"18 U.S.C. § 1956 (h)"
602,Fraud
602,"Aiding and Abetting"
603,"18 U.S.C. § 1349"
603,"18 U.S.C. § 1956 (h)"
603,"18 U.S.C. § 371"
604,"Breach of Fiduciary Duty"
604,"Aiding and Abetting"
604,Negligence
604,"Corporate Waste"
604,"Fraudulent Transfer"
604,"11 U.S.C. § 502(d)"
605,"CEA § 4b(a)(2)(A)"
605,"CEA § 4c(b)"
606,"CEA § 6(c)(1)"
606,"17 C.F.R. § 180.1(a)(2)"
606,"CEA § 4b(a)(2)(A)"
606,"CEA § 4b(a)(2)(C)"
606,"17 C.F.R. § 5.2(b)(3)"
606,"CEA § 2(c)(2)(C)(iii)(I)(cc)"
606,"CEA § 4o(1)(A)"
606,"17 C.F.R. § 5.3(a)(6)(I)"
606,"18 U.S.C. § 1962(a)"
606,"CEA § 4o(1)(B)"
606,"17 C.F.R. § 5.3(a)(2)(i)"
606,"CEA § 4m(1)"
606,"17 C.F.R. § 4.21(a)(1)"
606,"17 C.F.R. § 5.2(b)(1)-(3)"
607,Negligence
608,Fraud
608,Conspiracy
608,"Exchange Act § 10(b)"
608,"Cal. Corp. Code § 25503"
608,"Cal. Corp. Code § 25501"
608,"Cal. Bus. & Prof. Code § 17500"
611,"S.C. Code Ann. § 35-1-101"
612,"CEA § 6(c)(1)"
612,"CEA § 4b"
613,"CEA § 6(c)(1)"
613,"CEA § 4b"
616,"Exchange Act § 5"
616,"Exchange Act § 15(a)"
616,"Exchange Act § 17A(b)"
616,"Exchange Act § 20(a)"
616,"Securities Act § 5(a)"
616,"Securities Act § 5(c)"
617,"California Corp. Code § 25110"
617,"Cal. Corp. Code § 25019"
618,"Exchange Act § 9(a)(2)"
618,"Exchange Act § 5"
618,"Exchange Act § 17A(b)"
618,"Exchange Act § 20(a)"
618,"Securities Act § 5(a)"
618,"Securities Act § 5(c)"
618,"Securities Act § 17(a)(2)"
618,"Securities Act § 17(a)(3)"
619,Fraud
619,Replevin
619,"Permanent Injunction"
619,"Breach of Contract"
619,"Breach of Fiduciary Duty"
619,"ETFA Regulation E"
619,"N.Y.G.B.L. § 349"
619,"Aiding and Abetting"
620,"18 U.S.C. § 982(a)(l)"
620,"18 U.S.C. § 1956(a)(3)(B)"
620,"18 U.S.C. § 1960(a)"
620,"18 U.S.C. § 1960(b)(1)(B)"
620,"18 U.S.C. § 1960 (b)(1)(C)"
621,"N.Y.G.B.L. § 352"
621,"N.Y. Executive Law § 63(12)"
622,"Securities Act § 5"
622,"12 U.S.C. § 1957"
622,"Securities Act § 15"
623,"Breach of Fiduciary Duty"
623,"Unjust enrichment"
624,"740 I.L.C.S. § 14/15(a)"
624,"740 I.L.C.S. § 14/15(b)"
624,"740 I.L.C.S. § 14/15(c)"
624,"740 I.L.C.S. § 14/15(d)"
625,"Not Applicable"
626,"Securities Act § 5(a)"
626,"Securities Act § 5(c)"
626,"Securities Act § 17(a)"
626,"Exchange Act § 10(b)"
626,"17 C.F.R. § 240.10b-5"
627,"18 U.S.C. § 1343"
627,"18 U.S.C. § 3238"
627,"18 U.S.C. § 2"
627,"18 U.S.C. § 1029(a)(2)"
627,"18 U.S.C. §§ 1029(a)(5)"
627,"18 U.S.C. § 1028A(a)(l)"
627,"18 U.S.C. § 1028A(b)"
628,"28 U.S.C. § 1651"
629,"18 U.S.C. § 371"
629,"18 U.S.C. § 1349"
629,"18 U.S.C. § 1343"
629,"18 U.S.C. § 2"
629,"18 U.S.C. § 982(a)"
629,"28 U.S.C. § 2461(c)"
630,"18 U.S.C. § 371"
631,"Exchange Act § 5"
631,"Exchange Act § 15(a)"
631,"Exchange Act § 17A(b)"
633,"15 U.S.C. § 77q(a)"
633,"15 U.S.C. § 78j(b)"
633,"17 C.F.R. § 240.10b-5"
633,"15 U.S.C. § 77e(a)"
633,"15 U.S.C. § 77e(c)"
633,"Securities Act § 5(e)"
633,"15 U.S.C. § 78f(1)"
634,"CEA § 6(c)(1)"
634,"17 C.F.R. § 32.2"
636,"Fla. Stat. § 517.07"
636,"Fla. Stat. § 501.201"
636,"California Corp. Code § 25110"
636,"Cal. Corp. Code § 25503"
636,"Cal. Corp. Code § 25504.1"
636,"Cal. Bus. & Prof. Code § 17200"
636,Conspiracy
637,"Breach of Contract"
637,"Securities Act § 5"
637,"12 U.S.C. § 1957"
637,"Unjust enrichment"
639,"Securities Act § 5(a)"
639,"Securities Act § 5(c)"
639,"Securities Act § 17(a)"
639,"Exchange Act § 5"
639,"Exchange Act § 10(b)"
639,"17 C.F.R. § 240.10b-5"
639,"Exchange Act § 15(a)"
639,"Exchange Act § 17(a)"
640,"CEA § 4(a)"
640,"17 C.F.R. § 5.3(a)(2)(ii)"
640,"CEA § 4(d)"
640,"17 C.F.R. § 166.3"
640,"17 C.F.R. § 1.6"
640,"CEA § 5h(a)(1)"
640,"17 C.F.R. § 37.3(a)(1)"
640,"CEA § 6(c)(3)"
640,"17 C.F.R. § 42.2"
640,"CEA § 4b(a)(2)(C)"
641,"Breach of Contract"
642,"15 U.S.C. § 77q(a)"
642,"15 U.S.C. § 78j(b)"
642,"17 C.F.R. § 240.10b-5"
642,"15 U.S.C. § 77e(a)"
642,"15 U.S.C. § 77e(c)"
642,"Securities Act § 5(e)"
642,"15 U.S.C. § 78f(1)"
643,"Securities Act § 5(a)"
643,"Securities Act § 5(c)"
643,"Securities Act § 17(a)(1)"
643,"Securities Act § 17(a)(3)"
643,"Securities Act § 17(b)"
643,"Exchange Act § 9(a)(1)"
643,"Exchange Act § 9(a)(2)"
643,"Exchange Act § 10(b)"
643,"17 C.F.R. § 240.10b-5"
644,"23 N.Y.C.R.R. § 200.15(c)(1)"
644,"23 N.Y.C.R.R. § 200.15(c)(2)"
644,"23 N.Y.C.R.R. § 200.15(i)"
644,"23 N.Y.C.R.R. § 500.04(a)"
644,"23 N.Y.C.R.R. § 500.04(b)"
644,"23 N.Y.C.R.R. § 500.09(a)"
645,"Fla. Stat. § 517.07"
645,"Fla. Stat. § 501.201"
645,Conspiracy
645,"Declaratory Judgment"
646,"18 U.S.C. § 1956"
646,"18 U.S.C. § 1960"
646,"18 U.S.C. § 1028(a)(3)"
647,"Breach of Contract"
647,"Unjust enrichment"
647,Conversion
649,"N.Y.G.B.L. § 352"
649,"N.Y. Executive Law § 63(12)"
650,"Securities Act § 5"
650,"Securities Act § 12(a)(1)"
650,"Securities Act § 15"
650,"Exchange Act § 5"
650,"Exchange Act § 15(a)(1)"
650,"Exchange Act § 20"
650,"Exchange Act § 29(b)"
650,"Not Applicable"
651,"Breach of Contract"
651,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
651,"12 U.S.C. § 1958"
651,"Declaratory Judgment"
652,"Securities Act § 5(a)"
652,"Securities Act § 5(c)"
652,"Securities Act § 17(a)(1)"
652,"Securities Act § 17(a)(2)"
652,"Securities Act § 17(a)(3)"
652,"Exchange Act § 10(b)"
652,"17 C.F.R. § 240.10b-5(a)"
652,"Exchange Act § 15(a)(1)"
652,Disgorgement
654,"CEA § 6(c)(1)"
654,"17 C.F.R. § 180.1(a)(3)"
654,"CEA § 4o(1)(A)"
654,"CEA § 5h(a)(1)"
655,"Securities Act § 17(a)(1)"
655,"Securities Act § 17(a)(3)"
655,"Exchange Act § 10(b)"
655,"17 C.F.R. § 240.10b-5(a)"
656,"Breach of Fiduciary Duty"
656,Fraud
656,Conspiracy
657,Fraud
657,Replevin
657,"Permanent Injunction"
657,"Breach of Contract"
657,"Breach of Fiduciary Duty"
657,"ETFA Regulation E"
657,"N.Y.G.B.L. § 349"
658,"Declaratory Judgment"
658,Conversion
658,Replevin
658,"Unjust enrichment"
658,"Trespass to Chattels"
658,"Equitable Subrogation"
659,"Trademark Infringement"
659,"15 U.S.C. § 1125"
659,"Cal. Bus. & Prof. Code § 14200"
659,"Cal. Bus. & Prof. Code § 17200"
659,"Intentional Interference with
Prospective Economic Advantage"
660,"Securities Act § 17(a)(1)"
660,"Securities Act § 17(a)(2)"
660,"Securities Act § 17(a)(3)"
660,"Exchange Act § 10(b)"
660,"Securities Act § 17(b)"
660,"Advisers Act § 206(1)"
660,"Advisers Act § 206(2)"
660,"Unjust enrichment"
662,"N.Y.G.B.L. § 352"
663,"Securities Act § 5"
663,"Securities Act § 12(a)(1)"
663,"Securities Act § 15"
664,Conspiracy
664,"Aiding and Abetting"
664,Fraud
664,Conversion
664,"Breach of Fiduciary Duty"
665,"ETFA Regulation E"
665,"N.Y.G.B.L. § 349"
665,"Breach of Contract"
665,"Breach of Warranty"
665,Negligence
665,"Gross Negligence"
665,"Unjust enrichment"
665,"Negligence Per Se"
665,"Negligent misrepresentation"
666,"18 U.S.C. § 1349"
666,"18 U.S.C. § 981"
667,"Securities Act § 17(a)(2)"
667,"Securities Act § 17(b)"
668,"18 U.S.C. § 1962(d)"
668,Conversion
668,"Breach of Contract"
669,"Securities Act § 5(a)"
669,"Securities Act § 5(c)"
669,"Securities Act § 5(e)"
669,"Securities Act § 17(a)"
669,"Exchange Act § 6(1)"
669,"Exchange Act § 10(b)"
669,"17 C.F.R. § 240.10b-5(a)"
669,"Exchange Act § 20(a)"
670,"Cal. Civ. Proc. Code §1060"
670,"Aiding and Abetting"
670,Conspiracy
670,"Fraud in the inducement"
670,"Not Applicable"
670,"Negligent misrepresentation"
670,"Cal. Corp. Code § 25504.1"
670,"Cal. Bus. & Prof. Code § 17500"
670,"Cal. Bus. & Prof. Code § 17200"
671,"Aiding and Abetting"
671,Fraud
671,"Breach of Fiduciary Duty"
671,"Unjust enrichment"
672,"Securities Act § 5"
672,"Securities Act § 12(a)(1)"
672,"Securities Act § 15"
672,"17 C.F.R. § 240.10b-5"
672,"Unjust enrichment"
673,"Securities Act § 5(a)"
673,"Securities Act § 5(c)"
674,Fraud
674,"Breach of Fiduciary Duty"
674,"Unjust enrichment"
674,"Aiding and Abetting"
675,Fraud
675,"Breach of Contract"
675,"Unjust enrichment"
675,"Tex. Bus. & Com. Code § 17.4"
675,Negligence
675,"Fraudulent Misrepresentation"
675,Conspiracy
677,"17 C.F.R. § 240.10b-5"
677,"Exchange Act § 20(a)"
677,"Securities Act § 11"
677,"Securities Act § 15"
678,Conversion
678,"Fraudulent Misrepresentation"
678,"Unjust enrichment"
678,"Declaratory Judgment"
680,"Exchange Act § 9(a)(2)"
680,"Exchange Act § 10(b)"
680,"17 C.F.R. § 240.10b-5(a)"
680,"17 C.F.R. § 240.10b-5(c)"
681,"Securities Act § 8(a)"
682,"18 U.S.C. § 1960(b)(1)(B)"
682,"18 U.S.C. § 1960 (b)(1)(C)"
682,"18 U.S.C. § 2"
682,"18 U.S.C. § 3551 et seq."
683,"Securities Act § 5(a)"
683,"Securities Act § 5(c)"
684,"CEA § 6(c)(1)"
684,"18 U.S.C. § 1962(a)"
684,"17 C.F.R. § 180.1(a)(3)"
684,"CEA § 4o(1)(A)"
684,"CEA § 5h(a)(1)"
684,"CEA § 4b"
684,"17 C.F.R. § 48.3"
685,"Securities Act § 5"
685,"Securities Act § 12(a)(1)"
685,"Securities Act § 15"
685,"N.Y.G.B.L. § 349"
685,"Fraud in the inducement"
685,"Fraudulent Concealment"
685,"Fraudulent Misrepresentation"
685,"Negligent misrepresentation"
685,"Breach of Contract"
685,"Unjust enrichment"
685,Conspiracy
686,"N.Y.G.B.L. § 352"
686,"N.Y.G.B.L. § 353"
686,"N.Y.G.B.L. § 359"
686,"N.Y. Executive Law § 63(12)"
687,"N.Y. Banking Law § 44"
687,"23 N.Y.C.R.R. § 200.15(i)"
687,"3 N.Y.C.R.R. § 417"
687,"23 N.Y.C.R.R. § 504"
687,"23 N.Y.C.R.R. § 500"
688,"Cal. Bus. & Prof. Code § 17200"
688,"Cal. Bus. & Prof. Code § 17500"
688,"Fraudulent Concealment"
688,"Negligent misrepresentation"
688,"Fraudulent Misrepresentation"
688,Fraud
688,"Breach of Fiduciary Duty"
688,"Aiding and Abetting"
688,Conspiracy
688,Conversion
688,"Unjust enrichment"
688,"Declaratory Judgment"
689,"15 U.S.C. § 78j(b)"
689,"17 C.F.R. § 240.10b-5"
689,"17 C.F.R. § 240.10b-5(c)"
689,"15 U.S.C. § 78i(a)(2)"
690,"18 U.S.C. § 1960"
690,"18 U.S.C. § 2"
690,"18 U.S.C. § 1956 (h)"
691,"Exchange Act § 10(b)"
691,"17 C.F.R. § 240.10b-5(b)"
691,"Securities Act § 5(a)"
691,"Securities Act § 5(c)"
691,"Securities Act § 17(a)"
692,Fraud
692,"Aiding and Abetting"
692,"Breach of Fiduciary Duty"
692,"Unjust enrichment"
693,"CEA § 6(c)(1)"
693,"CEA § 4b"
694,"18 U.S.C. § 1349"
694,"18 U.S.C. § 1343"
694,"18 U.S.C. § 2"
694,"18 U.S.C. § 1956 (h)"
695,"Securities Act § 17(a)"
695,"Exchange Act § 10(b)"
695,"17 C.F.R. § 240.10b-5(a)"
696,"Cal. Bus. & Prof. Code § 17200"
696,"Aiding and Abetting"
696,Conspiracy
696,"17 C.F.R. § 240.10b-5"
696,"Exchange Act § 20(a)"
696,"Securities Act § 12(a)(1)"
696,"Securities Act § 5"
697,"Securities Act § 5"
697,"Securities Act § 12(a)(1)"
698,"18 U.S.C. § 1349"
698,"18 U.S.C. § 1343"
698,"18 U.S.C. § 2"
698,"18 U.S.C. § 1956 (h)"
698,"18 U.S.C. § 1001"
699,"18 U.S.C. § 1343"
699,"18 U.S.C. § 2"
700,Fraud
700,"Unjust enrichment"
700,Conversion
701,"Cal. Bus. & Prof. Code § 17200"
701,"Cal. Bus. & Prof. Code § 17500"
701,"Fraudulent Concealment"
701,Conspiracy
701,"Declaratory Judgment"
702,Fraud
702,"Fraudulent Concealment"
702,"Fraud in the inducement"
702,Conspiracy
702,Negligence
702,"Cal. Bus. & Prof. Code § 17200"
702,"Unjust enrichment"
703,"Not Applicable"
704,"18 U.S.C. § 1962(d)"
704,"18 U.S.C. § 1962(c)"
705,"Patent Infringement"
707,"Fla. Stat. § 517.07"
707,"Fla. Stat. § 501.201"
707,Conspiracy
707,"Declaratory Judgment"
708,"11 U.S.C. Chapter 11"
709,"CEA § 6(c)(1)"
709,"17 C.F.R. § 180.1(a)(3)"
709,"CEA § 4o(1)(A)"
709,"CEA § 5h(a)(1)"
710,"Exchange Act § 15(a)"
710,"Securities Act § 5(a)"
710,"Securities Act § 5(c)"
711,"Exchange Act § 10(b)"
711,"17 C.F.R. § 240.10b-5(b)"
711,"Exchange Act § 15(a)"
711,"Securities Act § 5(a)"
711,"Securities Act § 5(c)"
711,"Securities Act § 17(a)"
712,"Exchange Act § 10(b)"
712,"17 C.F.R. § 240.10b-5(b)"
712,"Securities Act § 5(a)"
712,"Securities Act § 5(c)"
712,"Securities Act § 17(a)(1)"
712,"Securities Act § 17(a)(3)"
713,"18 U.S.C. § 1349"
714,"5 U.S.C. § 706(2)(C)"
714,"5 U.S.C. § 706(2)(A)"
714,"5 U.S.C. § 706(2)(B)"
714,"First Amendment"
715,"Not Applicable"
716,"Patent Infringement"
717,"Patent Infringement"
718,"Securities Act § 17(b)"
719,"18 U.S.C. § 1962(a)"
719,"CEA § 6(c)(2)"
719,"17 C.F.R. § 48.3"
719,"CEA § 6(c)(1)"
719,"CEA § 4b"
719,"CEA § 4(a)"
719,"CEA § 9(a)(2)"
719,"17 C.F.R. § 5.3(a)(2)(ii)"
719,"17 C.F.R. § 1.6"
719,"17 C.F.R. § 42.2"
720,"Securities Act § 5(a)"
720,"Securities Act § 5(c)"
720,"Securities Act § 17(a)"
720,"Exchange Act § 10(b)"
720,"17 C.F.R. § 240.10b-5(b)"
720,"Exchange Act § 20(a)"
720,"5 U.S.C. § 703"
720,"Unjust enrichment"
720,"Aiding and Abetting"
721,"Securities Act § 5(a)"
721,"Securities Act § 5(c)"
721,"Securities Act § 17(a)"
721,"Exchange Act § 9(a)(2)"
721,"Exchange Act § 10(b)"
721,"17 C.F.R. § 240.10b-5(b)"
721,"Exchange Act § 15(a)"
721,"Exchange Act § 20(b)"
722,"California Corp. Code § 25110"
722,"California Corp. Code § 25401"
723,"California Corp. Code § 25110"
723,"California Corp. Code § 25401"
724,"California Corp. Code § 25110"
724,"California Corp. Code § 25401"
725,"California Corp. Code § 25401"
725,"California Corp. Code § 25110"
726,"California Corp. Code § 25110"
726,"California Corp. Code § 25401"
727,"California Corp. Code § 25110"
727,"California Corp. Code § 25401"
728,"California Corp. Code § 25110"
728,"California Corp. Code § 25401"
729,"California Corp. Code § 25110"
729,"California Corp. Code § 25401"
730,"California Corp. Code § 25110"
730,"California Corp. Code § 25401"
731,"California Corp. Code § 25110"
732,"California Corp. Code § 25110"
732,"California Corp. Code § 25401"
733,"Not Applicable"
734,"CEA § 4(a)"
734,"CEA § 4d(a)(1)"
734,"17 C.F.R. § 42.2"
735,"CEA § 4(a)"
735,"17 C.F.R. § 1.6"
735,"17 C.F.R. § 42.2"
736,"Securities Act § 5(a)"
736,"Securities Act § 5(c)"
736,"Securities Act § 17(b)"
737,"Securities Act § 5(a)"
737,"Securities Act § 5(c)"
738,"Exchange Act § 10(b)"
738,"17 C.F.R. § 240.10b-5(b)"
738,"Securities Act § 5(a)"
738,"Securities Act § 5(c)"
738,"Securities Act § 17(a)"
738,"Advisers Act § 206(2)"
738,"Securities Act § 5(e)"
741,"Securities Act § 17(a)"
741,"Exchange Act § 10(b)"
741,"17 C.F.R. § 240.10b-5(b)"
742,"Securities Act § 5(a)"
742,"Securities Act § 5(c)"
742,"Securities Act § 17(c)"
742,"Exchange Act § 20(b)"
742,"17 C.F.R. § 240.10b-5(b)"
742,"Exchange Act § 15(a)"
743,"5 U.S.C. § 706(2)(A)"
743,"5 U.S.C. § 706(2)(C)"
743,"First Amendment"
743,"Fifth Amendment"
753,"Electronic Fund Transfer Act"
753,"N.Y.G.B.L. § 349"
753,"Fraudulent Misrepresentation"
753,Negligence
753,"Declaratory Relief"
753,"12 C.F.R. § 1005.7"
753,"2 C.F.R. § 1005.11(a)(7)"
753,"Mich. Comp. Laws Ann. § 445.901"
754,"18 U.S.C. § 1961"
756,"Violation of Trade Secrets"
756,Fraud
756,"Breach of Fiduciary Duty"
756,"N.Y.G.B.L. § 349"
756,Misappropriation
756,"Tortious Interference"
756,"Unjust enrichment"
756,Conversion
756,"Books and Records Accounting"
757,"Securities Act § 5(a)"
757,"Securities Act § 5(c)"
758,"Declaratory Judgment"
758,"Breach of Fiduciary Duty"
758,"Breach of Contract"
758,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
758,"Unjust enrichment"
758,"O.C.G.A. § 10-1-393"
758,"ETFA Regulation E"
758,Negligence
759,"CEA § 6(c)(1)"
759,"CEA § 4b"
760,"Securities Act § 5(a)"
760,"Securities Act § 5(c)"
761,"23 N.Y.C.R.R. § 200"
761,"3 N.Y.C.R.R. § 417"
761,"23 N.Y.C.R.R. § 504"
761,"23 N.Y.C.R.R. § 500"
762,"Idaho Code § 30-14-301"
762,"Idaho Code § 26-2903"
762,"Idaho Code § 26-3204"
764,"Securities Act § 12(a)(2)"
764,"Securities Act § 15"
764,"Securities Act § 17"
764,"Exchange Act § 10(b)"
764,"17 C.F.R. § 240.10b-5"
764,"Nev. Rev. Stat. § 41.600"
764,"Breach of Contract"
764,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
764,"Unjust enrichment"
764,Conversion
764,"Promissory Estoppel"
764,Fraud
764,"Negligent misrepresentation"
766,"Securities Act § 5(a)"
766,"Securities Act § 5(c)"
766,"Securities Act § 17(a)(1)"
766,"Securities Act § 17(a)(3)"
766,"Exchange Act § 10(b)"
766,"17 C.F.R. § 240.10b-5(a)"
766,"17 C.F.R. § 240.10b-5(c)"
768,"Exchange Act § 10(b)"
768,"17 C.F.R. § 240.10b-5(b)"
769,"17 C.F.R. 201.192(a)"
770,"18 U.S.C. § 1349"
770,"18 U.S.C. § 1343"
770,"18 U.S.C. § 2"
771,"Securities Act § 5"
771,"Securities Act § 12(a)(1)"
771,"Securities Act § 15"
771,"Securities Act § 17"
771,"17 C.F.R. § 240.10b-5"
771,"Exchange Act § 20(a)"
771,"Declaratory Judgment"
771,"Unjust enrichment"
772,"11 U.S.C. Chapter 11"
773,"Breach of Contract"
773,"Negligent misrepresentation"
773,"Fraud in the inducement"
773,"Books and Records Accounting"
774,"11 U.S.C. Chapter 11"
775,"Confirmation of Arbitration Award"
775,"Breach of Fiduciary Duty"
776,"Securities Act § 5"
776,"Securities Act § 12(a)(1)"
776,"Securities Act § 15"
776,"California Corp. Code § 25110"
776,"Cal. Corp. Code § 25503"
777,"11 U.S.C. Chapter 15"
778,"CEA § 4m(1)"
778,"CEA § 4k(2)"
778,"17 C.F.R. § 180.1(a)(2)"
778,"CEA § 4o(1)(A)"
778,"17 C.F.R. § 5.3(a)(6)(I)"
778,"18 U.S.C. § 1962(a)"
778,"17 C.F.R. § 4.21(a)(1)"
778,"CEA § 6(c)(1)"
778,"CEA § 4b"
779,"CEA § 4b(a)(2)(A)"
779,"CEA § 4c(b)"
779,"CEA § 4o(1)(A)"
779,"17 C.F.R. § 4.20(a)(1)"
779,"17 C.F.R. § 4.20(c)"
779,"17 C.F.R. § 4.21(a)(1)"
779,"17 C.F.R. § 5.3(a)(2)(i)"
779,"CEA § 4m(1)"
779,"CEA § 4k(2)"
