filing_id,topic
971,DeFi
971,Lending
971,Staking
971,"ICO/Token Sale"
971,Exchange
972,Exchange
973,Other
974,Fraud/Ponzi
974,"Money Laundering"
974,"Market Manipulation"
974,DAO
974,"ICO/Token Sale"
975,Other
976,"Money Laundering"
976,Privacy/Mixer
977,Other
978,Fraud/Ponzi
978,"Money Laundering"
978,Mining
978,"ICO/Token Sale"
978,Exchange
979,"ICO/Token Sale"
980,"Money Laundering"
980,"ICO/Token Sale"
981,Other
982,Fraud/Ponzi
982,Wallet/Custody
982,Exchange
983,"Money Laundering"
983,"Market Manipulation"
983,"ICO/Token Sale"
984,Mining
985,Other
986,DAO
986,"ICO/Token Sale"
987,Other
988,Other
989,Fraud/Ponzi
989,Mining
989,Exchange
990,Other
991,"Insider Trading"
991,Exchange
992,Fraud/Ponzi
992,Privacy/Mixer
992,DAO
992,"ICO/Token Sale"
992,Exchange
993,Other
994,Fraud/Ponzi
995,Other
996,Other
997,Other
998,Other
999,Other
1000,Exchange
1001,Other
1002,Other
1003,Other
1004,Other
1005,Other
1006,Other
1007,Other
1008,Other
1009,Other
1010,Other
1011,Other
1012,Fraud/Ponzi
1012,"ICO/Token Sale"
1012,Exchange
1013,Other
1014,Other
1015,Other
1016,"Money Laundering"
1017,Other
1018,DAO
1018,"ICO/Token Sale"
1018,Exchange
1019,DAO
1019,"ICO/Token Sale"
1020,Fraud/Ponzi
1021,Fraud/Ponzi
1021,Stablecoin
1022,Fraud/Ponzi
1022,Exchange
1023,Fraud/Ponzi
1023,Exchange
1024,Fraud/Ponzi
1024,"Money Laundering"
1024,Lending
1024,"ICO/Token Sale"
1024,Exchange
1025,"Money Laundering"
1026,Fraud/Ponzi
1026,DAO
1026,"ICO/Token Sale"
1026,Exchange
1027,Fraud/Ponzi
1027,"ICO/Token Sale"
1027,Exchange
1028,"ICO/Token Sale"
1029,Other
1030,Other
1031,"Market Manipulation"
1031,Stablecoin
1031,Exchange
1032,"Market Manipulation"
1032,Stablecoin
1032,Exchange
1033,Other
1034,DAO
1034,"ICO/Token Sale"
1035,"Money Laundering"
1035,Exchange
1036,Fraud/Ponzi
1036,"ICO/Token Sale"
1037,Other
1038,Fraud/Ponzi
1038,Mining
1039,Other
1040,Exchange
1041,"Market Manipulation"
1041,Stablecoin
1041,Exchange
1042,"Money Laundering"
1042,Staking
1043,Exchange
1044,Fraud/Ponzi
1044,"ICO/Token Sale"
1045,Privacy/Mixer
1045,"ICO/Token Sale"
1045,Wallet/Custody
1045,Exchange
1046,Fraud/Ponzi
1046,"Money Laundering"
1046,"Market Manipulation"
1046,DAO
1046,Stablecoin
1046,DeFi
1046,"ICO/Token Sale"
1046,Exchange
1047,Exchange
1049,"Money Laundering"
1049,"Market Manipulation"
1049,Exchange
1050,Exchange
1051,Other
1052,Other
1053,Mining
1054,Other
1055,"Money Laundering"
1055,"Insider Trading"
1055,"Market Manipulation"
1055,"ICO/Token Sale"
1055,Exchange
1056,"Money Laundering"
1056,"ICO/Token Sale"
1056,Exchange
1058,"Money Laundering"
1058,"ICO/Token Sale"
1058,Exchange
1059,"Money Laundering"
1059,DAO
1059,"ICO/Token Sale"
1059,Exchange
1060,Fraud/Ponzi
1061,"ICO/Token Sale"
1061,Exchange
1062,Fraud/Ponzi
1062,"Money Laundering"
1062,"Market Manipulation"
1062,Privacy/Mixer
1062,Stablecoin
1062,Lending
1062,Mining
1062,"ICO/Token Sale"
1062,Exchange
1063,Other
1064,DAO
1064,"ICO/Token Sale"
1065,Fraud/Ponzi
1065,Mining
1065,Wallet/Custody
1066,Fraud/Ponzi
1066,Exchange
1067,Fraud/Ponzi
1067,DAO
1067,"ICO/Token Sale"
1068,Other
1069,Fraud/Ponzi
1069,"Market Manipulation"
1069,DAO
1069,"ICO/Token Sale"
1069,Exchange
1070,"ICO/Token Sale"
1071,Fraud/Ponzi
1071,Privacy/Mixer
1071,DAO
1071,"ICO/Token Sale"
1071,Exchange
1072,"Money Laundering"
1072,"ICO/Token Sale"
1073,Fraud/Ponzi
1073,"ICO/Token Sale"
1074,DAO
1074,Mining
1074,Exchange
1075,Fraud/Ponzi
1075,NFT
1075,"ICO/Token Sale"
1076,Exchange
1077,Other
1078,Fraud/Ponzi
1078,Exchange
1079,"ICO/Token Sale"
1080,Other
1081,"Money Laundering"
1082,Exchange
1083,"ICO/Token Sale"
1084,Fraud/Ponzi
1084,"Market Manipulation"
1084,DAO
1084,"ICO/Token Sale"
1084,Exchange
1085,Lending
1085,"ICO/Token Sale"
1086,Fraud/Ponzi
1086,Exchange
1087,Staking
1087,"ICO/Token Sale"
1087,Exchange
1088,"ICO/Token Sale"
1089,Other
1090,"Money Laundering"
1090,Wallet/Custody
1091,Ransomware
1091,"Money Laundering"
1092,Wallet/Custody
1093,"ICO/Token Sale"
1094,Privacy/Mixer
1094,Stablecoin
1094,Staking
1094,Mining
1094,"ICO/Token Sale"
1094,Exchange
1095,Fraud/Ponzi
1095,"ICO/Token Sale"
1095,Wallet/Custody
1096,"Money Laundering"
1096,Wallet/Custody
1096,Exchange
1097,"Money Laundering"
1097,Wallet/Custody
1097,Exchange
1098,Fraud/Ponzi
1098,"Market Manipulation"
1098,DAO
1098,"ICO/Token Sale"
1098,Exchange
1099,"Money Laundering"
1100,Other
1101,Other
1102,Fraud/Ponzi
1102,Mining
1103,Stablecoin
1103,Exchange
1104,Fraud/Ponzi
1104,Exchange
1105,Fraud/Ponzi
1105,Exchange
1106,DAO
1106,"ICO/Token Sale"
1106,Exchange
1107,Exchange
1108,Fraud/Ponzi
1109,Fraud/Ponzi
1109,Staking
1109,Exchange
1110,Fraud/Ponzi
1110,Ransomware
1110,"Money Laundering"
1110,Privacy/Mixer
1110,Exchange
1111,Other
1112,Fraud/Ponzi
1113,"Money Laundering"
1113,Privacy/Mixer
1113,DAO
1113,Mining
1113,"ICO/Token Sale"
1113,Wallet/Custody
1113,Exchange
1114,Fraud/Ponzi
1114,"Money Laundering"
1114,DAO
1114,Mining
1114,"ICO/Token Sale"
1114,Exchange
1115,"ICO/Token Sale"
1115,Exchange
1116,Privacy/Mixer
1116,Stablecoin
1117,"Money Laundering"
1118,Fraud/Ponzi
1118,Lending
1118,"ICO/Token Sale"
1119,Other
1120,Fraud/Ponzi
1120,"ICO/Token Sale"
1120,Wallet/Custody
1120,Exchange
1121,Stablecoin
1121,Exchange
1122,Lending
1122,"ICO/Token Sale"
1122,Exchange
1123,Fraud/Ponzi
1123,"Money Laundering"
1123,Exchange
1124,"Money Laundering"
1125,"Money Laundering"
1126,"Money Laundering"
1127,Other
1128,Exchange
1129,DAO
1129,"ICO/Token Sale"
1130,Other
1131,Other
1132,Fraud/Ponzi
1133,"ICO/Token Sale"
1134,Other
1135,DAO
1135,"ICO/Token Sale"
1136,Fraud/Ponzi
1137,Other
1138,"Money Laundering"
1139,Other
1140,DAO
1140,"ICO/Token Sale"
1141,Mining
1142,Fraud/Ponzi
1142,Lending
1142,Staking
1142,"ICO/Token Sale"
1142,Exchange
1143,Fraud/Ponzi
1144,"ICO/Token Sale"
1145,Stablecoin
1145,Exchange
1146,Fraud/Ponzi
1146,Exchange
1147,"ICO/Token Sale"
1148,Other
1149,Exchange
1150,Mining
1151,"Money Laundering"
1151,Exchange
1152,Fraud/Ponzi
1152,"ICO/Token Sale"
1153,Fraud/Ponzi
1153,"ICO/Token Sale"
1153,Exchange
1154,"Money Laundering"
1154,Mining
1155,Fraud/Ponzi
1156,Fraud/Ponzi
1156,"ICO/Token Sale"
1157,Other
1158,"Money Laundering"
1158,"Market Manipulation"
1158,Lending
1158,Mining
1158,Exchange
1159,Mining
1160,Other
1161,DAO
1161,"ICO/Token Sale"
1162,DAO
1162,"ICO/Token Sale"
1163,Mining
1164,Fraud/Ponzi
1164,Privacy/Mixer
1164,Mining
1164,"ICO/Token Sale"
1164,Exchange
1165,"ICO/Token Sale"
1165,Exchange
1166,Fraud/Ponzi
1166,"ICO/Token Sale"
1167,Other
1168,DAO
1168,"ICO/Token Sale"
1168,Exchange
1169,Privacy/Mixer
1169,DAO
1169,"ICO/Token Sale"
1169,Exchange
1170,DAO
1170,"ICO/Token Sale"
1170,Exchange
1171,Fraud/Ponzi
1171,"Insider Trading"
1171,"Market Manipulation"
1171,Exchange
1172,DAO
1172,"ICO/Token Sale"
1172,Exchange
1173,Other
1174,Exchange
1175,Fraud/Ponzi
1175,"Market Manipulation"
1175,Mining
1175,Exchange
1176,Other
1177,Other
1178,Fraud/Ponzi
1178,Privacy/Mixer
1178,Mining
1178,Wallet/Custody
1179,Mining
1180,"Insider Trading"
1181,"Market Manipulation"
1181,"ICO/Token Sale"
1181,Exchange
1182,Other
1183,Fraud/Ponzi
1183,"Insider Trading"
1183,Mining
1183,Exchange
1184,Other
1185,Other
1186,Privacy/Mixer
1186,Exchange
1187,"ICO/Token Sale"
1188,Other
1189,"ICO/Token Sale"
1190,"ICO/Token Sale"
1190,Exchange
1191,Fraud/Ponzi
1191,"ICO/Token Sale"
1191,Exchange
1192,"Market Manipulation"
1192,"ICO/Token Sale"
1193,Fraud/Ponzi
1193,Stablecoin
1193,DeFi
1193,"ICO/Token Sale"
1193,Exchange
1194,Exchange
1195,Mining
1195,"ICO/Token Sale"
1196,Fraud/Ponzi
1196,"Market Manipulation"
1196,Mining
1196,Exchange
1197,Fraud/Ponzi
1197,Exchange
1198,Other
1199,"Money Laundering"
1199,Exchange
1200,"Money Laundering"
1201,Fraud/Ponzi
1201,"Insider Trading"
1201,DAO
1201,"ICO/Token Sale"
1202,Other
1203,Fraud/Ponzi
1203,"ICO/Token Sale"
1203,Wallet/Custody
1204,Other
1205,"ICO/Token Sale"
1205,Exchange
1206,Fraud/Ponzi
1206,"Money Laundering"
1206,"Market Manipulation"
1206,Privacy/Mixer
1206,DeFi
1206,Wallet/Custody
1206,Exchange
1207,Fraud/Ponzi
1207,"ICO/Token Sale"
1208,Exchange
1209,DAO
1209,"ICO/Token Sale"
1210,Other
1211,Other
1212,"Money Laundering"
1212,"Market Manipulation"
1212,Stablecoin
1212,Exchange
1213,Exchange
1214,Fraud/Ponzi
1214,"Market Manipulation"
1215,Privacy/Mixer
1215,Exchange
1216,Fraud/Ponzi
1216,"ICO/Token Sale"
1217,"ICO/Token Sale"
1217,Exchange
1218,"ICO/Token Sale"
1219,Fraud/Ponzi
1219,"ICO/Token Sale"
1220,Other
1221,Fraud/Ponzi
1222,"Market Manipulation"
1222,DeFi
1222,Exchange
1223,"Market Manipulation"
1223,DeFi
1223,"ICO/Token Sale"
1223,Exchange
1224,Fraud/Ponzi
1224,"Money Laundering"
1224,"Insider Trading"
1224,"Market Manipulation"
1224,Stablecoin
1224,DeFi
1224,Mining
1224,"ICO/Token Sale"
1224,Exchange
1225,"Market Manipulation"
1225,DeFi
1225,Exchange
1226,Fraud/Ponzi
1226,"Money Laundering"
1226,"Market Manipulation"
1226,Exchange
1227,"Market Manipulation"
1227,DAO
1227,DeFi
1227,"ICO/Token Sale"
1227,Exchange
1228,DAO
1228,Lending
1228,"ICO/Token Sale"
1228,Wallet/Custody
1229,"ICO/Token Sale"
1230,"ICO/Token Sale"
1231,Ransomware
1231,"Money Laundering"
1231,"ICO/Token Sale"
1231,Exchange
1232,"Money Laundering"
1232,Exchange
1233,DAO
1233,"ICO/Token Sale"
1233,Exchange
1234,"ICO/Token Sale"
1235,Fraud/Ponzi
1235,"ICO/Token Sale"
1236,Other
1237,"Money Laundering"
1237,"Insider Trading"
1237,"Market Manipulation"
1237,Stablecoin
1237,DeFi
1237,Mining
1237,Wallet/Custody
1237,Exchange
1238,Other
1239,Other
1240,Other
1241,Fraud/Ponzi
1241,DAO
1241,"ICO/Token Sale"
1242,Other
1243,Other
1244,Other
1245,Other
1246,Fraud/Ponzi
1246,Exchange
1247,"Money Laundering"
1247,DAO
1247,"ICO/Token Sale"
1247,Exchange
1248,"Money Laundering"
1248,"Market Manipulation"
1248,"ICO/Token Sale"
1249,Other
1250,"ICO/Token Sale"
1250,Exchange
1251,Fraud/Ponzi
1251,Lending
1251,Mining
1251,"ICO/Token Sale"
1252,"ICO/Token Sale"
1253,Other
1254,Fraud/Ponzi
1254,"ICO/Token Sale"
1255,Fraud/Ponzi
1255,"ICO/Token Sale"
1255,Exchange
1256,Staking
1256,"ICO/Token Sale"
1257,Other
1258,"ICO/Token Sale"
1259,Lending
1259,Staking
1259,"ICO/Token Sale"
1260,"Money Laundering"
1260,"Market Manipulation"
1261,Mining
1261,"ICO/Token Sale"
1261,Exchange
1262,Fraud/Ponzi
1262,"Insider Trading"
1262,"Market Manipulation"
1262,DAO
1262,"ICO/Token Sale"
1263,Fraud/Ponzi
1264,Other
1265,Fraud/Ponzi
1265,"ICO/Token Sale"
1266,"ICO/Token Sale"
1267,Mining
1268,Other
1269,Exchange
1270,"ICO/Token Sale"
1270,Exchange
1271,"Money Laundering"
1271,Stablecoin
1271,Lending
1271,Staking
1271,"ICO/Token Sale"
1271,Exchange
1272,"ICO/Token Sale"
1273,Exchange
1274,"ICO/Token Sale"
1275,Exchange
1276,Mining
1276,"ICO/Token Sale"
1277,Exchange
1278,"ICO/Token Sale"
1278,Exchange
1279,"Money Laundering"
1279,"Market Manipulation"
1279,Exchange
1280,Fraud/Ponzi
1280,Exchange
1281,Fraud/Ponzi
1282,Exchange
1283,Other
1284,Fraud/Ponzi
1284,"Insider Trading"
1284,Exchange
1285,Other
1286,Other
1287,Exchange
1288,Exchange
1289,Exchange
1290,"Money Laundering"
1290,DAO
1290,"ICO/Token Sale"
1290,Exchange
1291,Fraud/Ponzi
1291,"ICO/Token Sale"
1291,Exchange
1292,Other
1293,Fraud/Ponzi
1293,"Money Laundering"
1293,Exchange
1294,Exchange
1295,"ICO/Token Sale"
1296,"ICO/Token Sale"
1297,"ICO/Token Sale"
1298,"ICO/Token Sale"
1299,"ICO/Token Sale"
1300,Other
1301,Exchange
1302,"Money Laundering"
1302,Mining
1302,"ICO/Token Sale"
1302,Exchange
1303,Other
1304,Ransomware
1304,Mining
1305,Privacy/Mixer
1305,Lending
1305,Mining
1306,Staking
1306,Mining
1306,"ICO/Token Sale"
1307,"Insider Trading"
1307,DAO
1307,"ICO/Token Sale"
1307,Wallet/Custody
1307,Exchange
1308,"ICO/Token Sale"
1308,Exchange
1309,"Insider Trading"
1309,"Market Manipulation"
1309,Wallet/Custody
1309,Exchange
1310,Other
1311,Fraud/Ponzi
1311,Mining
1311,Exchange
1312,Fraud/Ponzi
1312,"Insider Trading"
1312,"Market Manipulation"
1313,Other
1315,Fraud/Ponzi
1315,Mining
1315,Exchange
1316,Fraud/Ponzi
1316,"Money Laundering"
1316,"Market Manipulation"
1316,"ICO/Token Sale"
1316,Exchange
1317,Other
1319,Other
1320,"ICO/Token Sale"
1322,Other
1323,Fraud/Ponzi
1323,Mining
1323,Exchange
1324,"Money Laundering"
1324,Mining
1324,"ICO/Token Sale"
1325,Exchange
1326,Fraud/Ponzi
1326,Lending
1326,Staking
1326,Mining
1326,"ICO/Token Sale"
1326,Exchange
1327,Other
1328,Fraud/Ponzi
1328,"Money Laundering"
1328,"Market Manipulation"
1328,DAO
1328,Mining
1328,"ICO/Token Sale"
1328,Wallet/Custody
1328,Exchange
1329,Exchange
1330,Lending
1330,Exchange
1331,Other
1332,Privacy/Mixer
1332,DAO
1332,"ICO/Token Sale"
1332,Exchange
1333,Fraud/Ponzi
1333,Lending
1333,Exchange
1334,"ICO/Token Sale"
1335,"ICO/Token Sale"
1336,Other
1337,Fraud/Ponzi
1338,"ICO/Token Sale"
1339,"ICO/Token Sale"
1339,Exchange
1340,Other
1341,"ICO/Token Sale"
1342,Other
1344,Fraud/Ponzi
1344,Exchange
1345,"ICO/Token Sale"
1345,Wallet/Custody
1345,Exchange
1346,Fraud/Ponzi
1346,"Insider Trading"
1346,"ICO/Token Sale"
1347,Fraud/Ponzi
1348,"ICO/Token Sale"
1349,Other
1350,Fraud/Ponzi
1350,"Money Laundering"
1350,"Insider Trading"
1350,"Market Manipulation"
1350,"ICO/Token Sale"
1351,Other
1352,Lending
1352,Staking
1352,"ICO/Token Sale"
1353,Fraud/Ponzi
1353,"Money Laundering"
1353,"Market Manipulation"
1353,"ICO/Token Sale"
1353,Exchange
1354,Fraud/Ponzi
1354,Exchange
1355,Fraud/Ponzi
1355,DeFi
1355,"ICO/Token Sale"
1355,Exchange
1356,Fraud/Ponzi
1356,"Money Laundering"
1356,"Market Manipulation"
1356,DAO
1356,DeFi
1356,"ICO/Token Sale"
1356,Exchange
1357,"Market Manipulation"
1357,"ICO/Token Sale"
1358,Fraud/Ponzi
1358,DAO
1358,Lending
1358,"ICO/Token Sale"
1359,DAO
1359,Lending
1359,Staking
1359,Mining
1359,"ICO/Token Sale"
1360,Fraud/Ponzi
1360,"Money Laundering"
1360,"Market Manipulation"
1360,"ICO/Token Sale"
1360,Exchange
1361,DAO
1361,"ICO/Token Sale"
1362,Other
1363,Fraud/Ponzi
1363,"ICO/Token Sale"
1363,Exchange
1364,"Market Manipulation"
1364,DeFi
1365,"Money Laundering"
1366,Privacy/Mixer
1366,DAO
1366,Lending
1366,"ICO/Token Sale"
1366,Exchange
1367,Lending
1367,"ICO/Token Sale"
1367,Exchange
1368,DAO
1368,Lending
1368,"ICO/Token Sale"
1368,Exchange
1369,"ICO/Token Sale"
1369,Exchange
1370,DAO
1370,"ICO/Token Sale"
1371,"Market Manipulation"
1371,Exchange
1372,"ICO/Token Sale"
1373,Lending
1373,"ICO/Token Sale"
1373,Exchange
1374,Other
1375,Fraud/Ponzi
1375,"Money Laundering"
1375,"Market Manipulation"
1375,DAO
1375,Staking
1375,"ICO/Token Sale"
1376,Fraud/Ponzi
1377,"Money Laundering"
1377,"ICO/Token Sale"
1378,Fraud/Ponzi
1378,"ICO/Token Sale"
1379,Fraud/Ponzi
1380,Other
1381,"Money Laundering"
1381,DAO
1381,Mining
1381,"ICO/Token Sale"
1381,Exchange
1382,"Market Manipulation"
1382,"ICO/Token Sale"
1383,Other
1384,"ICO/Token Sale"
1385,"ICO/Token Sale"
1386,Fraud/Ponzi
1386,DAO
1386,"ICO/Token Sale"
1386,Exchange
1387,Other
1388,Other
1389,Fraud/Ponzi
1389,Exchange
1390,Fraud/Ponzi
1391,"Money Laundering"
1392,Other
1393,Exchange
1394,Ransomware
1394,"Money Laundering"
1394,Exchange
1395,Fraud/Ponzi
1395,"Money Laundering"
1395,"Market Manipulation"
1395,Wallet/Custody
1395,Exchange
1396,Fraud/Ponzi
1396,Exchange
1397,Lending
1398,Fraud/Ponzi
1398,"Market Manipulation"
1398,Lending
1398,Mining
1398,"ICO/Token Sale"
1399,Exchange
1400,"Money Laundering"
1401,Fraud/Ponzi
1401,Mining
1402,Exchange
1403,"Market Manipulation"
1403,Exchange
1404,Exchange
1405,"Money Laundering"
1406,Other
1407,Other
1408,"Money Laundering"
1409,Other
1410,Mining
1410,Exchange
1412,"Money Laundering"
1412,Mining
1413,Fraud/Ponzi
1413,Exchange
1414,Mining
1415,Fraud/Ponzi
1416,Exchange
1417,Fraud/Ponzi
1417,Wallet/Custody
1418,Other
1419,"Money Laundering"
1420,"Money Laundering"
1420,Mining
1421,"Money Laundering"
1422,"Money Laundering"
1423,Fraud/Ponzi
1423,Exchange
1424,Fraud/Ponzi
1424,Exchange
1425,"Money Laundering"
1426,"Money Laundering"
1427,Fraud/Ponzi
1427,"Insider Trading"
1427,Exchange
1428,"Market Manipulation"
1429,Other
1430,Other
1431,Fraud/Ponzi
1432,Other
1433,Fraud/Ponzi
1434,Exchange
1435,Fraud/Ponzi
1436,Fraud/Ponzi
1436,DeFi
1437,Fraud/Ponzi
1437,Exchange
1438,Fraud/Ponzi
1438,"Money Laundering"
1438,NFT
1438,Stablecoin
1438,DeFi
1438,Mining
1438,Wallet/Custody
1438,Exchange
1439,Other
1440,NFT
1441,Fraud/Ponzi
1441,"Market Manipulation"
1441,NFT
1441,Stablecoin
1441,DeFi
1441,Staking
1441,Exchange
1448,Fraud/Ponzi
1490,Fraud/Ponzi
1490,NFT
1490,Lending
1490,Wallet/Custody
1499,Other
1523,"Insider Trading"
1523,Exchange
1535,Other
1570,Stablecoin
1590,Fraud/Ponzi
1590,"Money Laundering"
1658,Fraud/Ponzi
2058,Lending
2058,Exchange
2345,Other
2482,Fraud/Ponzi
2482,Exchange
2486,Other
2490,Fraud/Ponzi
2490,"Market Manipulation"
2490,Exchange
2579,"Money Laundering"
